NAME,TEAM,POS,AGE,GP,MPG,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg
Rui Hachimura,Was,F,25.2,30,24.3,23,10,58,0.759,235,0.545,89,0.337,0.534,0.558,13,4.3,1.2,0.4,0.4,1.2,17.3,14.2,18.4,6.7,106.2,113.8
Jordan Nwora,Ind,F,24.6,24,24.6,21.2,11.4,43,0.721,139,0.518,109,0.422,0.569,0.586,13,4.7,2.1,0.5,0.3,1.3,17.7,15.1,19.8,8.2,112.7,115.2
Austin Reaves,Lal,G,24.9,64,28.8,16.2,16.8,265,0.864,274,0.631,216,0.398,0.616,0.687,13,3,3.4,0.5,0.3,1.5,16,16.4,19.4,7.1,129.5,112.4
Tre Jones,San,G,23.3,68,29.2,19.3,12.9,172,0.86,585,0.506,158,0.285,0.489,0.534,12.9,3.6,6.6,1.3,0.1,1.6,16.5,19.5,23.1,9.2,116.7,118.7
Alec Burks,Det,G,31.7,51,22,22.8,11.2,188,0.814,220,0.459,239,0.414,0.544,0.602,12.8,3.1,2.2,0.7,0.2,1.1,15.9,15,18.1,8.1,119.8,112.9
Jabari Smith Jr.,Hou,F,19.9,79,31,18.4,10.4,206,0.786,501,0.487,391,0.307,0.475,0.514,12.8,7.2,1.3,0.5,0.9,1.3,20,14.1,21.3,6.4,107.4,112.1
Kenyon Martin Jr.,Hou,F,22.3,82,28,16.4,11.2,222,0.68,504,0.679,216,0.315,0.617,0.635,12.7,5.5,1.5,0.5,0.4,1.1,18.2,14.2,19.7,6.7,125.5,116.5
James Wiseman,Det,C,22,24,25.2,21.6,13.2,59,0.712,226,0.562,18,0.167,0.539,0.565,12.7,8.1,0.7,0.2,0.8,1.5,20.8,13.4,21.5,6.6,108.7,108.3
Nic Claxton,Bro,F-C,24,76,29.9,15.5,14.1,246,0.541,585,0.708,2,0,0.705,0.691,12.6,9.2,1.9,0.9,2.5,1.3,21.9,14.5,23.8,8.1,133.4,105.2
Dennis Schroder,Lal,G,29.6,66,30.1,18.6,14.7,252,0.857,426,0.46,225,0.329,0.472,0.545,12.6,2.5,4.5,0.8,0.2,1.7,15.1,17.1,19.6,6.9,111.5,110.9
Kelly Olynyk,Uta,F-C,32,68,28.6,17.8,23.2,232,0.853,321,0.576,235,0.396,0.584,0.644,12.5,6.2,3.7,0.9,0.5,2.5,18.6,16.2,22.3,9.2,117.6,106.1
Mac McClung,Phi,G,24.3,2,20.6,27.4,12.9,5,0.6,9,0.556,11,0.364,0.55,0.563,12.5,5,4.5,0,0,1.5,17.5,17,22,12.7,119.3,109.9
Derrick White,Bos,G,28.8,82,28.3,17.7,11.1,192,0.875,367,0.548,391,0.381,0.56,0.604,12.4,3.6,3.9,0.7,0.9,1.2,16,16.3,19.9,7.9,124.5,107.8
Keegan Murray,Sac,F,22.6,80,29.8,15.8,7.1,81,0.765,281,0.527,501,0.411,0.584,0.597,12.2,4.6,1.2,0.8,0.5,0.8,16.8,13.4,18.1,5.5,118.8,112.8
Mason Plumlee,Cha,F-C,33.1,56,28.5,15.7,17.8,256,0.605,396,0.669,0,0,0.669,0.673,12.2,9.6,3.7,0.6,0.6,1.5,21.9,15.9,25.5,10.6,134.1,106.5
Thomas Bryant,Lal,C-F,25.7,41,21.3,18.2,8.5,108,0.741,251,0.697,50,0.44,0.691,0.712,12.1,6.8,0.7,0.3,0.6,0.7,18.9,12.8,19.6,7.3,138.3,105.3
Bones Hyland,Den,G,22.6,42,19.5,28.5,13.4,82,0.866,193,0.425,241,0.378,0.503,0.54,12.1,2,3,0.7,0.3,1.6,14.1,15.1,17.1,8.6,106.1,110.1
Caris LeVert,Cle,G,28.6,74,30.3,18.7,13.5,180,0.722,418,0.462,324,0.392,0.517,0.546,12.1,3.8,3.9,1,0.3,1.6,15.9,16,19.8,7.4,111.6,106.7
Jaden McDaniels,Min,F,22.5,79,30.6,15.8,13.5,144,0.736,447,0.588,270,0.396,0.591,0.611,12.1,3.9,1.9,0.9,1,1.4,15.9,13.9,17.8,5.9,115.3,107.6
Jakob Poeltl,San,C,27.5,46,26.1,18.6,19.8,129,0.605,387,0.618,1,0,0.616,0.625,12.1,9,3.1,0.8,1.1,2.1,21.1,15.2,24.2,10.7,119.2,110.8
Marvin Bagley III,Det,F,24.1,42,23.6,20.5,10.7,108,0.75,317,0.577,66,0.288,0.552,0.585,12,6.4,0.9,0.5,0.7,1.1,18.4,12.9,19.3,7,117.3,112.7
Clint Capela,Atl,C,28.9,65,26.6,15.7,9.1,131,0.603,535,0.654,1,0,0.653,0.656,12,11,0.9,0.7,1.2,0.8,23,12.9,23.9,7.4,137,108
Lonnie Walker IV,Lal,G-F,24.3,56,23.2,20.2,8,106,0.858,278,0.522,249,0.365,0.534,0.57,11.7,1.9,1.1,0.5,0.3,0.8,13.6,12.8,14.8,5,111.1,112.8
Saddiq Bey,Atl,F,24,25,25.1,17.4,6.9,29,0.862,105,0.552,125,0.4,0.578,0.599,11.6,4.8,1.4,0.8,0,0.7,16.4,13,17.8,6.8,124.3,113.7
Zach Collins,San,F-C,25.4,63,22.9,21.2,19,142,0.761,401,0.571,147,0.374,0.568,0.599,11.6,6.4,2.9,0.6,0.8,2,18,14.5,20.8,10.5,112.4,107.4
Bruce Brown,Den,G-F,26.7,80,28.5,17.8,14.2,153,0.758,487,0.548,254,0.358,0.545,0.571,11.5,4.1,3.4,1.1,0.6,1.5,15.6,14.9,19,7.6,113.2,108.9
Naz Reid,Min,C-F,23.6,68,18.4,24.8,13.7,127,0.677,360,0.653,217,0.346,0.602,0.617,11.5,4.9,1.1,0.6,0.8,1.4,16.4,12.6,17.5,8.6,112.5,100.7
Josh Richardson,San,G,29.6,42,23.7,20.5,13.4,60,0.883,199,0.518,207,0.357,0.527,0.556,11.5,2.8,3.3,1,0.3,1.5,14.3,14.7,17.5,8,110.6,116.9
Marcus Smart,Bos,G,29.1,61,32.1,17.8,19.2,118,0.746,260,0.519,342,0.336,0.511,0.538,11.5,3.1,6.3,1.5,0.4,2.3,14.7,17.8,20.9,7.6,110.7,105.8
Max Strus,Mia,G-F,27,80,28.4,17.6,8,89,0.876,227,0.559,563,0.35,0.535,0.557,11.5,3.2,2.1,0.5,0.2,0.9,14.8,13.7,16.9,6,113,110.2
John Wall,Lac,G,32.6,34,22.2,27,19.1,113,0.681,229,0.459,109,0.303,0.457,0.498,11.4,2.7,5.2,0.8,0.4,2.4,14.1,16.6,19.3,9.8,102.2,109.9
Quentin Grimes,Nyk,G,22.9,71,29.9,14.5,10.4,98,0.796,195,0.641,407,0.386,0.599,0.619,11.3,3.2,2.1,0.7,0.4,1,14.5,13.4,16.6,5.7,124.4,110.6
Luke Kennard,Mem,G,26.8,24,24.6,13.8,8.5,19,0.947,34,0.471,137,0.54,0.743,0.758,11.3,3.1,2.3,0.5,0,0.7,14.5,13.6,16.7,7,145.5,110.6
Isaiah Stewart,Det,F-C,21.9,50,28.3,17.3,13.4,149,0.738,236,0.542,205,0.327,0.518,0.56,11.3,8.1,1.4,0.4,0.7,1.4,19.4,12.7,20.8,7.1,113.7,110.9
Kyle Lowry,Mia,G,37,55,31.2,16.7,17.5,135,0.859,175,0.509,310,0.345,0.514,0.565,11.2,4.1,5.1,1,0.4,1.9,15.3,16.3,20.4,7.9,114.8,107.7
Marcus Morris Sr.,Lac,F,33.6,65,28.1,17.6,8,87,0.782,336,0.482,307,0.365,0.513,0.534,11.2,4,1.8,0.6,0.3,0.9,15.2,13,16.9,6.1,108.3,110.5
Malik Beasley,Lal,G,26.4,26,23.9,20.9,10.1,21,0.619,81,0.481,187,0.353,0.515,0.521,11.1,3.3,1.2,0.8,0,1.2,14.5,12.3,15.7,5.9,98.8,111.2
Corey Kispert,Was,F,24.1,74,28.3,14.1,8.7,88,0.852,201,0.637,385,0.423,0.636,0.656,11.1,2.8,1.2,0.4,0.1,0.8,13.9,12.3,15.1,4.7,124.2,116.6
Julian Champagnie,San,F,21.8,15,20.8,19.4,7.9,17,0.824,47,0.553,81,0.407,0.59,0.609,11,4,0.7,0.3,0.3,0.7,15,11.7,15.7,6,116.3,115
Eric Gordon,Lac,G,34.3,22,24.9,17,10.7,38,0.842,64,0.531,111,0.423,0.597,0.629,11,1.7,2.1,0.6,0.4,1,12.6,13.1,14.8,5.5,121.9,113.8
Cam Reddish,Por,F-G,23.6,20,27.6,17.8,15.4,42,0.833,88,0.568,88,0.318,0.523,0.563,11,2.9,1.9,1.2,0.3,1.6,13.8,12.8,15.7,5.7,105.6,114.9
Jeremy Sochan,San,F,19.9,56,26,19.8,14.9,116,0.698,418,0.519,134,0.246,0.483,0.509,11,5.3,2.5,0.8,0.4,1.7,16.2,13.5,18.8,8.1,102.7,113.6
Reggie Jackson,Lac,G,33,52,25.7,20.8,15.8,66,0.924,292,0.469,220,0.35,0.493,0.523,10.9,2.2,3.5,0.7,0.1,1.8,13.1,14.4,16.6,6.8,103.2,112.4
Kentavious Caldwell-Pope,Den,G,30.1,76,31.3,14.1,12,125,0.824,313,0.502,319,0.423,0.569,0.598,10.8,2.8,2.4,1.5,0.5,1.1,13.6,13.2,16,5.3,116.7,112
Bones Hyland,Lac,G,22.6,14,19,26.4,9.8,20,0.75,63,0.46,74,0.351,0.496,0.518,10.8,3.5,3.4,0.8,0.1,1.1,14.3,14.1,17.6,10.6,111.2,104.6
Sandro Mamukelashvili,San,F-C,23.9,19,23.3,20.1,13.1,39,0.692,105,0.524,67,0.343,0.52,0.545,10.8,6.8,2.4,0.5,0.4,1.4,17.6,13.3,20.1,9.6,114.3,115.2
Jaylen Nowell,Min,G,23.8,65,19.3,25,9.4,99,0.778,393,0.542,231,0.29,0.502,0.527,10.8,2.6,2,0.6,0.1,1,13.4,12.9,15.5,7.9,106.1,110.4
Ivica Zubac,Lac,C,26.1,76,28.5,14.8,18.5,238,0.697,512,0.637,2,0,0.634,0.661,10.8,9.9,1,0.4,1.3,1.5,20.7,11.8,21.7,6.7,126.7,105
Mike Conley,Uta,G,35.5,43,29.7,16.1,16.5,96,0.813,162,0.469,213,0.362,0.511,0.552,10.7,2.5,7.7,1,0.2,1.7,13.2,18.4,20.9,8,122.8,113.8
Talen Horton-Tucker,Uta,G,22.4,65,20.2,25.9,17,168,0.75,410,0.485,203,0.286,0.467,0.508,10.7,3.2,3.8,0.6,0.4,1.9,14,14.5,17.8,10,104,111.4
Victor Oladipo,Mia,G,30.9,42,26.3,21.1,17.7,79,0.747,191,0.471,212,0.33,0.484,0.513,10.7,3,3.5,1.4,0.3,2.1,13.7,14.2,17.2,7.3,98.9,105.9
Jalen McDaniels,Cha,F-C,25.2,56,26.7,17.4,13.8,104,0.846,292,0.534,202,0.322,0.513,0.551,10.6,4.8,2,1.2,0.5,1.4,15.4,12.6,17.4,7,106.4,106.7
Svi Mykhailiuk,Cha,G-F,25.8,19,22.5,19.5,12,34,0.676,72,0.486,89,0.404,0.553,0.571,10.6,2.4,2.7,0.7,0.2,1.2,13,13.3,15.7,7.3,114.1,115.5
Cam Thomas,Bro,G,21.5,57,16.6,27.9,12.1,174,0.868,323,0.464,133,0.383,0.497,0.567,10.6,1.7,1.4,0.4,0.1,1.1,12.3,12,13.6,7.1,107.9,114.3
Jeenathan Williams,Por,G,24.2,5,25.3,15.2,9.2,3,0.667,31,0.677,8,0.375,0.654,0.657,10.6,3,2,0.6,0.4,0.8,13.6,12.6,15.6,6.3,133.2,114
Moritz Wagner,Orl,F-C,26,57,19.5,21.1,14.6,182,0.841,233,0.631,163,0.313,0.564,0.63,10.5,4.5,1.5,0.6,0.2,1.2,15.1,12,16.5,8.5,122.3,103
Grayson Allen,Mil,G,27.5,72,27.4,14.6,11.4,126,0.905,191,0.518,366,0.399,0.571,0.612,10.4,3.3,2.3,0.9,0.2,1,13.7,12.7,16,6.3,123.5,110
Killian Hayes,Det,G,21.7,76,28.3,20.5,17.5,112,0.821,529,0.429,286,0.28,0.426,0.455,10.3,2.9,6.2,1.4,0.4,2.3,13.3,16.5,19.4,8.1,98.6,111.5
Tyus Jones,Mem,G,26.9,80,24.2,17.7,9.4,100,0.8,384,0.495,326,0.371,0.523,0.546,10.3,2.5,5.2,1,0.1,0.9,12.8,15.5,18,8.5,122.1,114.8
Monte Morris,Was,G,27.8,62,27.4,15.6,10.4,77,0.831,311,0.543,204,0.382,0.555,0.579,10.3,3.4,5.3,0.7,0.2,1,13.6,15.5,18.9,8.3,125.2,115.5
Cameron Payne,Pho,G,28.7,48,20.2,24.8,15.2,64,0.766,268,0.448,185,0.368,0.49,0.512,10.3,2.2,4.5,0.7,0.2,1.7,12.5,14.7,16.9,9.3,106,108.4
Malaki Branham,San,F,19.9,66,23.5,19.1,11.1,70,0.829,355,0.538,255,0.302,0.502,0.524,10.2,2.7,1.9,0.5,0.1,1.2,12.9,12.1,14.8,6.4,103.2,117.3
Josh Hart,Nyk,G,28.1,25,30,12.6,19.5,57,0.789,105,0.619,52,0.519,0.672,0.703,10.2,7,3.6,1.4,0.5,1.5,17.3,13.8,20.9,8.5,135.9,106.7
Doug McDermott,San,F,31.3,64,20.5,19.2,10,70,0.757,225,0.516,298,0.413,0.575,0.59,10.2,2.2,1.4,0.2,0.1,0.9,12.4,11.6,13.8,6.2,112.9,116.6
Patrick Williams,Chi,F,21.6,82,28.3,15.7,13,105,0.857,400,0.498,277,0.415,0.549,0.576,10.2,4,1.2,0.9,0.9,1.2,14.1,11.4,15.4,5.2,108.8,110
De'Anthony Melton,Phi,G,24.9,77,27.9,16.5,13.5,87,0.793,248,0.484,403,0.39,0.546,0.566,10.1,4.1,2.6,1.6,0.5,1.3,14.2,12.7,16.8,6.8,111.7,106
Aaron Nesmith,Ind,G-F,23.5,73,24.9,16.8,11.2,142,0.838,276,0.496,313,0.367,0.525,0.566,10.1,3.8,1.3,0.8,0.5,1,13.9,11.5,15.2,5.9,111.7,109
Brandon Clarke,Mem,F,26.6,56,19.5,17.7,13.6,137,0.723,343,0.665,6,0.167,0.658,0.682,10,5.5,1.3,0.6,0.7,1,15.5,11.3,16.8,8.5,131,100.8
Jonathan Kuminga,Gol,F,20.5,67,20.8,19.6,16,138,0.652,351,0.59,146,0.37,0.579,0.597,9.9,3.4,1.9,0.6,0.5,1.4,13.4,11.8,15.3,7.7,112.5,107.3
Onyeka Okongwu,Atl,F-C,22.3,80,23.1,15.1,14,196,0.781,484,0.647,13,0.308,0.642,0.678,9.9,7.2,1,0.7,1.3,1,17.1,10.9,18.1,7.2,135,103.6
Shaedon Sharpe,Por,G,19.9,80,22.2,19,11.3,105,0.714,365,0.559,283,0.36,0.551,0.568,9.9,3,1.2,0.5,0.3,1,12.8,11,14,5.9,109.2,115.4
Jalen Suggs,Orl,G,21.9,53,23.5,20.4,17.5,119,0.723,242,0.496,202,0.327,0.493,0.528,9.9,3,2.9,1.3,0.5,1.8,12.9,12.8,15.8,7.5,104.7,106.8
Luka Samanic,Uta,F,23.2,7,23,18.9,14.9,13,0.692,26,0.692,31,0.258,0.526,0.55,9.9,4.3,2.1,0.9,0.3,1.4,14.1,12,16.3,7.8,104.5,106.8
Al Horford,Bos,C-F,36.9,63,30.5,11.9,7.2,21,0.714,154,0.539,325,0.446,0.627,0.631,9.8,6.2,3,0.5,1,0.6,16,12.8,19,7.4,133.4,108.2
Herbert Jones,Nor,F,24.5,66,29.5,14.5,14.9,161,0.764,334,0.536,167,0.335,0.525,0.567,9.8,4.1,2.5,1.6,0.6,1.3,13.9,12.3,16.4,6.3,115.1,104.5
Keita Bates-Diop,San,F,27.2,67,21.7,16.7,10.7,150,0.793,323,0.557,142,0.394,0.568,0.609,9.7,3.7,1.5,0.7,0.3,0.8,13.4,11.2,14.9,7,121.5,119.3
Eugene Omoruyi,Det,F,26.2,17,21.9,19.7,11.8,47,0.723,76,0.526,58,0.293,0.489,0.533,9.7,3.5,1,0.8,0.2,1.1,13.2,10.7,14.2,5.9,107.6,109.7
Coby White,Chi,G,23.1,74,23.4,17.9,11.1,70,0.871,250,0.54,344,0.372,0.551,0.572,9.7,2.9,2.8,0.7,0.1,1,12.5,12.4,15.3,7.3,112.8,109
Rui Hachimura,Lal,F,25.2,33,22.4,17.4,6.1,61,0.721,189,0.556,71,0.296,0.525,0.553,9.6,4.7,0.7,0.2,0.4,0.5,14.3,10.3,15,5.6,113.8,112.1
Caleb Martin,Mia,F,27.5,71,29.3,14.5,12.6,113,0.805,312,0.545,236,0.356,0.54,0.571,9.6,4.8,1.6,1,0.4,1.1,14.5,11.3,16.1,5.7,113.4,108.7
Josh Hart,Por,G,28.1,51,33.4,12.6,17.9,119,0.731,251,0.594,112,0.304,0.551,0.586,9.5,8.2,3.9,1.1,0.2,1.5,17.7,13.5,21.6,8.1,121.5,112
Isaiah Joe,Okc,G,23.8,73,19.1,17.7,7.1,100,0.82,114,0.553,394,0.409,0.599,0.626,9.5,2.4,1.2,0.7,0.1,0.5,11.9,10.7,13.1,6.3,124.9,111.1
Andrew Nembhard,Ind,G-F,23.2,75,27.6,16.1,16.4,62,0.79,381,0.504,263,0.35,0.512,0.528,9.5,2.7,4.5,0.9,0.2,1.7,12.1,14,16.7,7.1,107.6,114.8
T.J. Warren,Bro,F,29.6,26,18.9,20.9,7.8,33,0.818,152,0.566,48,0.333,0.55,0.576,9.5,2.8,1.1,0.6,0.3,0.7,12.3,10.6,13.4,6.5,112.5,109.1
Kyle Anderson,Min,F-G,29.6,69,28.4,14.4,17.2,136,0.735,390,0.536,105,0.41,0.553,0.583,9.4,5.3,4.9,1.1,0.9,1.5,14.7,14.2,19.6,8.8,120.3,109.2
Chris Boucher,Tor,F-C,30.2,76,20,18,7.2,168,0.762,339,0.587,189,0.328,0.553,0.591,9.4,5.5,0.4,0.6,0.8,0.5,14.9,9.8,15.3,5.5,125.5,106.9
Donte DiVincenzo,Gol,G,26.2,72,26.3,15.1,17.2,71,0.817,162,0.525,378,0.397,0.574,0.593,9.4,4.5,3.5,1.3,0.1,1.6,13.9,12.9,17.4,8,117.1,110.3
Jalen Smith,Ind,F-C,23.1,68,18.8,21,12.4,137,0.759,317,0.593,191,0.283,0.53,0.565,9.4,5.8,1,0.3,0.9,1.1,15.2,10.4,16.2,8.1,113.6,107.9
Gabe Vincent,Mia,G,26.8,68,25.9,17.5,14,78,0.872,217,0.512,350,0.334,0.505,0.533,9.4,2.1,2.5,0.9,0.1,1.4,11.6,11.9,14,5.7,104.2,108.1
Hamidou Diallo,Det,G,24.7,56,17.8,21.9,15.9,148,0.588,354,0.593,21,0.238,0.58,0.593,9.3,3.5,1,0.9,0.3,1.3,12.8,10.3,13.8,7.2,109.4,107.3
Tari Eason,Hou,F,21.9,82,21.6,19.3,13.3,145,0.752,488,0.486,172,0.343,0.493,0.525,9.3,6,1.1,1.2,0.6,1.2,15.3,10.3,16.4,7.3,109.6,108.7
Precious Achiuwa,Tor,F,23.6,55,20.7,19.3,12.7,124,0.702,296,0.564,108,0.269,0.521,0.554,9.2,6,0.9,0.6,0.5,1.1,15.2,10.1,16.1,7.1,112.3,106.9
Deni Avdija,Was,F,22.3,76,26.6,16.7,17.5,165,0.739,347,0.53,232,0.297,0.497,0.535,9.2,6.4,2.8,0.9,0.4,1.6,15.6,11.9,18.4,8.2,105.9,105.9
Seth Curry,Bro,G,32.6,61,19.8,19.2,10.2,55,0.927,217,0.525,232,0.405,0.568,0.593,9.2,1.6,1.6,0.6,0.1,0.8,10.8,10.8,12.5,5.8,112.8,112.1
Walker Kessler,Uta,C,21.7,74,23,13.3,12.3,159,0.516,411,0.723,3,0.333,0.721,0.702,9.2,8.4,0.9,0.4,2.3,0.8,17.6,10.1,18.5,7.2,140,107.4
Bol Bol,Orl,C-F,23.4,70,21.5,18.2,19,108,0.759,365,0.633,113,0.265,0.577,0.603,9.1,5.8,1,0.4,1.2,1.6,14.8,10,15.8,7,106.3,109.1
Jalen Duren,Det,C,19.4,67,24.9,14.3,18.8,157,0.611,396,0.652,2,0,0.648,0.655,9.1,8.9,1.1,0.7,0.9,1.4,18,10.3,19.1,7.2,126.2,108.1
Dorian Finney-Smith,Dal,F,29.9,40,32.2,12.8,10.4,40,0.75,93,0.559,217,0.355,0.54,0.557,9.1,4.7,1.5,1,0.5,0.9,13.8,10.6,15.3,5,115.4,114
Josh Green,Dal,G,22.4,60,25.7,14.6,15.8,94,0.723,213,0.643,169,0.402,0.626,0.645,9.1,3,1.7,0.7,0.1,1.2,12.1,10.8,13.9,5.6,120.1,110.1
Naji Marshall,Nor,F,25.2,77,23.3,17.8,14.5,175,0.789,353,0.513,218,0.303,0.49,0.539,9.1,3.6,2.5,0.7,0.2,1.3,12.7,11.5,15.1,7.5,108.6,109.7
Taurean Prince,Min,F,29.1,54,22.1,17.3,15.4,77,0.844,185,0.557,194,0.381,0.565,0.597,9.1,2.4,1.6,0.5,0.3,1.3,11.6,10.7,13.1,5.9,108.4,108.8
Jae'Sean Tate,Hou,F,27.5,31,21.8,18.8,17,69,0.725,183,0.53,46,0.283,0.509,0.546,9.1,3.8,2.7,0.7,0.2,1.5,12.9,11.8,15.6,8.3,111.1,106.2
Santi Aldama,Mem,F-C,22.2,77,21.8,16,10.3,144,0.75,259,0.591,266,0.353,0.56,0.591,9,4.8,1.3,0.6,0.6,0.8,13.9,10.3,15.1,7,120,105.8
Jose Alvarado,Nor,G,25,61,21.5,19.8,14.2,80,0.813,242,0.488,247,0.336,0.496,0.525,9,2.3,3,1.1,0.2,1.3,11.3,12.1,14.4,7.4,106.6,106
Daniel Gafford,Was,F-C,24.5,78,20.6,15.2,17.7,187,0.679,395,0.732,0,0,0.732,0.739,9,5.6,1.1,0.4,1.3,1.1,14.6,10.1,15.7,7.4,136.8,106
Terrence Ross,Pho,G-F,32.2,21,18.4,19.7,3.5,14,0.857,68,0.544,98,0.347,0.53,0.546,9,3.3,2,0.5,0.1,0.3,12.2,10.9,14.2,8.5,120.3,104.8
Mark Williams,Cha,C,21.3,43,19.3,17,13.7,97,0.691,251,0.637,0,0,0.637,0.659,9,7.1,0.4,0.7,1,0.9,16.1,9.4,16.5,6.1,125.7,103.4
AJ Griffin,Atl,F,19.6,72,19.5,17.8,7.3,47,0.894,274,0.536,259,0.39,0.56,0.577,8.9,2.1,1,0.6,0.2,0.6,11,9.9,12,5.4,115.6,114.8
Jaden Hardy,Dal,G,20.8,48,14.8,26.4,12.1,79,0.823,177,0.469,156,0.404,0.533,0.571,8.8,1.9,1.4,0.4,0.1,1,10.6,10.1,12,7.7,108.1,110.7
Terance Mann,Lac,G-F,26.5,81,23.1,15.3,13.2,118,0.78,326,0.598,198,0.389,0.593,0.619,8.8,3.4,2.3,0.5,0.3,1,12.2,11.1,14.5,7.1,123.2,110.5
Royce O'Neale,Bro,F,29.8,76,31.7,13.6,16.1,69,0.725,174,0.379,419,0.389,0.524,0.538,8.8,5.1,3.7,0.9,0.6,1.5,13.9,12.6,17.6,6.9,108.1,107.9
Dennis Smith Jr.,Cha,G,25.4,54,25.7,17.6,15.3,106,0.736,341,0.475,111,0.216,0.438,0.475,8.8,3.1,4.8,1.4,0.5,1.5,11.9,13.6,16.7,7.9,103.2,109.5
Shaquille Harrison,Por,G,29.5,5,24,17.6,14.2,15,0.733,26,0.462,10,0.3,0.458,0.516,8.8,4.4,6,2.2,0.4,1.2,13.2,14.8,19.2,10.2,118.1,106.4
T.J. McConnell,Ind,G,31,75,20.4,19.1,21.6,68,0.853,462,0.556,59,0.441,0.568,0.59,8.7,3.1,5.3,1.1,0.1,1.9,11.8,14,17.1,10.3,115.8,114.2
Cedi Osman,Cle,F,28,77,20.1,18.2,8.9,108,0.694,217,0.567,312,0.372,0.561,0.58,8.7,2.3,1.5,0.5,0.1,0.7,11,10.2,12.5,6.2,115.5,107.1
Landry Shamet,Pho,G,26.1,40,20.2,19,10.7,51,0.882,101,0.376,200,0.375,0.5,0.535,8.7,1.7,2.3,0.7,0.1,0.9,10.3,11,12.7,6.4,110.8,111.1
Steven Adams,Mem,C,29.7,42,27,14.6,23.1,129,0.364,262,0.599,1,0,0.597,0.564,8.6,11.5,2.3,0.9,1.1,1.9,20.1,10.9,22.5,9,118.1,103.2
Ayo Dosunmu,Chi,G,23.2,80,26.2,14.9,14.8,82,0.805,381,0.583,189,0.312,0.545,0.567,8.6,2.7,2.6,0.8,0.3,1.2,11.3,11.2,13.9,6,109.8,108.1
Draymond Green,Gol,F,33.1,73,31.5,13.2,30.1,108,0.713,343,0.612,131,0.305,0.57,0.592,8.5,7.2,6.8,1,0.8,2.8,15.6,15.3,22.5,9.5,113.8,106.1
Kevin Knox II,Por,F,23.7,21,17.1,22.2,10.5,27,0.741,83,0.554,70,0.314,0.516,0.54,8.5,3.3,0.9,0.5,0,0.9,11.8,9.3,12.6,6.9,105,115.4
Kevin Love,Cle,F-C,34.6,41,20,19.6,14.1,63,0.889,90,0.467,195,0.354,0.511,0.555,8.5,6.8,1.9,0.2,0.2,1.1,15.3,10.3,17.1,9.6,111.9,102.2
Shake Milton,Phi,G-F,26.5,76,20.6,18.5,15.7,116,0.853,355,0.521,148,0.378,0.535,0.575,8.4,2.5,3.1,0.3,0.2,1.2,10.9,11.5,14,7.8,115.3,110.3
Cam Reddish,Nyk,F-G,23.6,20,21.9,16.2,9.9,33,0.879,80,0.55,56,0.304,0.511,0.558,8.4,1.6,1,0.8,0.4,0.8,10,9.4,11,4.3,113,111.8
Gary Harris,Orl,G,28.6,48,24.7,12.6,8.3,30,0.9,89,0.494,218,0.431,0.603,0.62,8.3,2,1.2,0.9,0.3,0.6,10.3,9.5,11.5,4.4,122,110.3
Jarred Vanderbilt,Uta,F,24,52,24.1,14.1,17.9,102,0.657,254,0.606,57,0.333,0.587,0.607,8.3,7.8,2.7,1,0.3,1.3,16.2,11,18.9,9.3,124.5,105.3
Damion Lee,Pho,G-F,30.5,74,20.4,16.3,14.7,104,0.904,205,0.439,247,0.445,0.564,0.607,8.2,3.1,1.3,0.4,0.1,1.1,11.2,9.5,12.6,6.3,114.3,109.9
Georges Niang,Phi,F,29.8,78,19.4,17,9.7,45,0.867,118,0.576,384,0.401,0.596,0.61,8.2,2.4,1,0.4,0.2,0.7,10.5,9.2,11.5,5.6,114.1,107.8
Nick Richards,Cha,C,25.4,65,18.7,15.7,15.8,183,0.749,312,0.628,1,1,0.631,0.676,8.2,6.4,0.6,0.2,1.1,0.9,14.6,8.8,15.2,6.8,131.2,104.4
Aleksej Pokusevski,Okc,C,21.3,34,20.6,18.3,14.7,35,0.629,145,0.483,104,0.365,0.51,0.522,8.1,4.7,1.9,0.6,1.3,1.3,12.8,10,14.7,8.1,105.6,108.7
Grant Williams,Bos,F,24.4,79,25.9,13.1,14.7,122,0.77,185,0.546,291,0.395,0.575,0.605,8.1,4.6,1.7,0.5,0.4,1,12.7,9.8,14.4,6.2,118.5,105.3
Jevon Carter,Mil,G,27.6,81,22.4,15.3,12.1,38,0.816,229,0.424,336,0.423,0.549,0.56,8,2.5,2.4,0.8,0.4,1,10.5,10.5,13,6.5,113.3,106.6
Terrence Ross,Orl,G-F,32.2,42,22.5,15.7,11,20,0.75,139,0.489,160,0.381,0.533,0.543,8,2,1.3,0.6,0.2,0.9,10,9.2,11.3,4.9,104.3,113.1
Kemba Walker,Dal,G,32.9,9,16,22.1,6.5,21,0.81,29,0.586,28,0.25,0.482,0.543,8,1.8,2.1,0.2,0.2,0.4,9.8,10.1,11.9,7.8,118.2,113.5
Robert Williams III,Bos,C-F,25.5,35,23.5,11.8,16.6,41,0.61,169,0.751,1,0,0.747,0.742,8,8.3,1.4,0.6,1.4,1,16.3,9.4,17.7,7.7,145.5,103.6
