"NAME","TEAM","POS","AGE","GP","MPG","USG%","TO%","FTA","FT%","2PA","2P%","3PA","3P%","eFG%","TS%","PPG","RPG","APG","SPG","BPG","TPG","P+R","P+A","P+R+A","VI","ORtg","DRtg"
"Danilo Gallinari","Mil","F","35.7","17","9.1","15.3","21.1","18","0.889","20","0.55","17","0.176","0.419","0.523","2.8","1.1","0.7","0.4","0.1","0.6","3.8","3.5","4.5","5.7","102.9","109.7"
"Henri Drell","Chi","F","24","4","7.5","18.9","16.4","2","0.5","4","0.5","6","0.333","0.5","0.506","2.8","1","1","0.5","0.3","0.5","3.8","3.8","4.8","7.5","102.5","96"
"Nicolas Batum","Lac","G-F","35.3","3","18","7.3","11.1","0","0","1","1","7","0.286","0.5","0.5","2.7","2.3","1.7","1","1.3","0.3","5","4.3","6.7","4.9","112.5","107.6"
"Patty Mills","Atl","G","35.7","19","10.6","12.2","13.6","0","0","17","0.353","34","0.382","0.5","0.5","2.7","1.1","0.7","0.5","0.1","0.4","3.7","3.4","4.5","4.8","101.6","114.6"
"Damian Jones","Cle","C","28.8","39","6.9","15.4","15.2","21","0.857","58","0.69","14","0.214","0.618","0.659","2.7","1.6","0.4","0.2","0.3","0.3","4.3","3.1","4.7","7","124.5","105.2"
"Emoni Bates","Cle","F","20.2","15","8.9","19.5","14","4","0.25","16","0.313","33","0.303","0.408","0.404","2.7","0.9","0.7","0.1","0.1","0.5","3.7","3.4","4.3","5.4","79.9","115.2"
"Leaky Black","Cha","F","24.8","26","10.9","10.1","10.3","15","0.667","32","0.5","20","0.45","0.567","0.589","2.7","1.8","0.9","0.3","0.4","0.2","4.5","3.6","5.4","6","124.3","116.2"
"Malik Williams","Tor","C","25.6","7","15.2","15.2","8.1","2","0","29","0.276","5","0.2","0.279","0.272","2.7","5.4","0.3","0.4","0.6","0.4","8.1","3","8.4","4.3","78.3","104.8"
"Otto Porter Jr.","Tor","F","30.9","15","11.6","8.9","5.6","3","1","10","0.6","23","0.348","0.545","0.568","2.6","1.9","0.5","0.3","0.3","0.1","4.5","3.1","5.1","4.7","122.1","110.7"
"Moussa Diabate","Lac","F","22.2","11","5.8","18.6","9.4","14","0.643","19","0.526","0","0","0.526","0.576","2.6","2.3","0.4","0.5","0.1","0.2","4.9","3","5.3","9.2","135.9","109.5"
"Kenneth Lofton Jr.","Mem","F","21.7","15","6.6","21.6","13.9","15","0.533","27","0.407","10","0.3","0.419","0.447","2.6","1","0.9","0.2","0.2","0.4","3.6","3.5","4.5","8","95.3","102.1"
"Yuta Watanabe","Mem","G-F","29.5","5","16.4","12","13.6","2","0","9","0.556","10","0.1","0.342","0.327","2.6","1.8","1","0.6","0","0.6","4.4","3.6","5.4","4.1","69.6","112.8"
"Timmy Allen","Mem","F","24.3","5","25.1","8.9","7.9","2","0.5","16","0.375","7","0","0.261","0.272","2.6","3.4","1","0.8","0","0.4","6","3.6","7","3.3","72.5","103.9"
"Markieff Morris","Dal","F","34.6","26","8.3","16.4","14.9","6","0.833","26","0.308","42","0.357","0.449","0.467","2.5","1.5","0.6","0.2","0.1","0.5","4","3.2","4.7","6.3","92.3","112.7"
"Alex Len","Sac","C","30.8","48","9.3","11.8","24.9","34","0.588","78","0.641","3","0","0.617","0.625","2.5","2.7","1","0.2","0.7","0.6","5.2","3.5","6.2","8.1","122.4","101.7"
"Furkan Korkmaz","Phi","G-F","26.7","35","8.6","13.6","11.6","20","0.7","36","0.444","40","0.35","0.487","0.519","2.5","0.9","0.7","0.4","0.1","0.3","3.4","3.2","4.1","5.4","107.9","112.8"
"Greg Brown III","Dal","F","22.6","6","6.6","20.4","26.3","9","0.444","8","0.5","3","0.333","0.5","0.501","2.5","1.5","0.7","0","0.7","0.7","4","3.2","4.7","8.4","96","106.5"
"Tosan Evbuomwan","Mem","F","23.2","4","18.5","9.3","6.3","0","0","7","0.286","8","0.25","0.333","0.333","2.5","3.5","1.5","0","0.3","0.3","6","4","7.5","5.1","103.1","115.1"
"Cory Joseph","Gol","G","32.7","26","11.4","11.3","15.7","7","0.571","22","0.455","42","0.31","0.461","0.47","2.4","1.2","1.6","0.2","0.1","0.5","3.6","4","5.2","5.8","107.8","112.6"
"Joe Harris","Det","G-F","32.6","16","10.6","11","9.3","2","0.5","9","0.444","30","0.333","0.487","0.489","2.4","0.8","0.6","0.2","0.1","0.3","3.3","3.1","3.9","4","102.4","113"
"Xavier Moon","Lac","G","29.3","14","8.5","19.1","9.8","2","0.5","29","0.448","17","0.118","0.348","0.352","2.4","1.3","1.5","0.2","0.2","0.4","3.6","3.9","5.1","7.9","94.7","113.8"
"AJ Griffin","Atl","F","20.6","20","8.5","17.3","11.4","2","1","23","0.348","39","0.256","0.371","0.382","2.4","0.9","0.3","0.1","0.1","0.4","3.3","2.7","3.6","4.1","77","121.7"
"Mouhamadou Gueye","Tor","F","25.8","11","10.9","19.2","23.9","9","0.444","35","0.314","3","0","0.289","0.31","2.4","2.1","0.5","0.3","1.6","1.1","4.5","2.8","4.9","5","67.2","110.1"
"Chuma Okeke","Orl","F","25.7","47","9.2","13.3","12.5","7","0.571","30","0.567","82","0.28","0.46","0.465","2.3","1.7","0.4","0.2","0.1","0.3","4","2.7","4.4","5","96.6","110.7"
"Isaiah Mobley","Cle","F","24.6","10","7.2","16.2","7.7","1","0","14","0.5","10","0.3","0.479","0.471","2.3","1","0.6","0.2","0","0.2","3.3","2.9","3.9","6.2","102.4","108.8"
"Dalano Banton","Bos","F","24.4","24","7.1","17.8","16.3","20","0.8","35","0.486","16","0.125","0.392","0.468","2.3","1.5","0.8","0.2","0.1","0.4","3.8","3.1","4.6","7.9","105.4","102.7"
"Olivier Sarr","Okc","C","25.1","15","6.5","12.6","13.5","15","0.667","13","0.692","6","0.333","0.632","0.664","2.3","2.4","0.1","0","0.5","0.2","4.7","2.4","4.8","5","135","94.2"
"Dereon Seabron","Nor","G","23.9","6","9.2","12.3","0","6","0.833","11","0.273","2","0.5","0.346","0.448","2.3","1.2","0.8","0.3","0.2","0","3.5","3.2","4.3","5.7","114.8","109.3"
"Cole Swider","Mia","F","24.9","18","4.8","24.1","17.2","2","1","8","0.625","30","0.333","0.526","0.54","2.3","0.4","0.3","0.1","0.1","0.4","2.7","2.6","3","5.4","91.3","113.2"
"Amari Bailey","Cha","G","20.2","10","6.5","21.3","14.1","7","0.857","16","0.438","8","0.125","0.354","0.425","2.3","0.9","0.7","0.3","0","0.4","3.2","3","3.9","7","96.3","122"
"Thaddeus Young","Pho","F","35.8","10","8.9","12.8","15.9","3","0.333","20","0.55","1","0","0.524","0.515","2.3","2.8","0.7","0.5","0.2","0.4","5.1","3","5.8","7.4","121.4","103.9"
"Reggie Bullock Jr.","Hou","G-F","33.1","44","9.5","9.4","10.8","1","1","15","0.467","67","0.403","0.579","0.582","2.2","1.7","0.3","0.3","0.1","0.2","3.8","2.5","4.2","4.4","111.8","109.4"
"Udoka Azubuike","Pho","C-F","24.6","16","7.1","12.6","14.8","13","0.231","23","0.696","0","0","0.696","0.609","2.2","2","0.2","0.1","0.4","0.3","4.2","2.4","4.4","5.4","117.4","101.7"
"Nate Hinton","Hou","G-F","24.9","15","5","17.8","10.2","5","0.8","12","0.333","14","0.5","0.558","0.585","2.2","1.5","0.7","0.2","0.1","0.2","3.7","2.9","4.3","10.6","127","98.8"
"Trent Forrest","Atl","G","25.8","38","10.9","11.8","18.1","17","0.765","80","0.4","10","0.2","0.389","0.426","2.2","1.3","2.4","0.3","0.1","0.5","3.5","4.6","5.9","7","109","117.6"
"Andre Jackson Jr.","Mil","G","22.4","57","10","10","21.8","11","0.727","54","0.611","46","0.37","0.585","0.596","2.2","2","0.9","0.3","0.1","0.5","4.2","3.1","5.1","6.3","118.8","102.3"
"Julian Phillips","Chi","F","20.4","40","8.1","13","11.5","19","0.684","39","0.513","38","0.316","0.494","0.521","2.2","0.9","0.3","0.2","0.2","0.3","3.1","2.6","3.5","4.2","106.5","108.6"
"Malachi Flynn","Nyk","G","25.9","14","4.3","22","11.4","11","0.818","10","0.5","13","0.308","0.478","0.557","2.2","0.4","0.4","0.1","0","0.2","2.6","2.6","3.1","6.6","116","113.2"
"Colby Jones","Sac","G","21.9","30","6.4","19.1","12.3","11","0.545","49","0.531","22","0.091","0.408","0.422","2.1","1.3","0.7","0.2","0.2","0.3","3.5","2.8","4.1","7.8","97","102.3"
"Jaden Springer","Bos","G","21.6","17","7.6","14","20.8","8","0.875","19","0.579","11","0.182","0.467","0.522","2.1","1.2","0.5","0.6","0.2","0.5","3.2","2.6","3.8","5.7","104.7","99"
"P.J. Tucker","Phi","F","38.9","3","22.1","4.6","28.6","0","0","0","0","5","0.4","0.6","0.6","2","4.7","0","1","0.7","0.7","6.7","2","6.7","0","87.1","100.6"
"Daniel Theis","Ind","F-C","32","1","8.4","20","0","0","0","3","0.333","1","0","0.25","0.25","2","0","0","0","0","0","2","2","2","0","54.7","115.9"
"Lindell Wigginton","Mil","G","26","3","2.5","39.1","15.5","2","1","3","0.667","2","0","0.4","0.51","2","0","0","0","0","0.3","2","2","2","0","0","0"
"Ty Jerome","Cle","G-F","26.8","2","7.4","14.9","20","0","0","3","0.667","1","0","0.5","0.5","2","0.5","1.5","0","0","0.5","2.5","3.5","4","6.2","110.9","107.5"
"Jordan Ford","Sac","G","25.9","6","3.6","17.4","11.8","2","1","4","0.5","3","0.667","0.714","0.761","2","0.3","0.3","0","0","0.2","2.3","2.3","2.7","6.3","0","0"
"Jericho Sims","Nyk","C","25.5","45","13","6","22.4","24","0.667","55","0.691","0","0","0.691","0.702","2","3.3","0.6","0.2","0.4","0.4","5.3","2.6","5.9","4.9","136.3","108.5"
"JD Davison","Bos","G","21.5","8","4.9","17.6","14","4","0.75","5","0.4","7","0.429","0.542","0.581","2","1.3","1.3","0.1","0.1","0.3","3.3","3.3","4.5","12.3","133.2","102.3"
"Isaiah Wong","Ind","G","23.2","1","4.3","29.2","0","0","0","2","0.5","1","0","0.333","0.333","2","0","0","0","0","0","2","2","2","0","69.6","128.9"
"Kobe Brown","Lac","F","24.3","44","9","11.1","9.1","2","0.5","42","0.548","48","0.292","0.489","0.49","2","1.4","0.6","0.3","0.1","0.2","3.4","2.6","4","5.3","109.9","106.4"
"D'Moi Hodge","Lal","G","25.3","7","5.9","17.6","6.2","2","0.5","3","0.667","12","0.25","0.433","0.441","2","0","0.7","0.1","0.1","0.1","2","2.7","2.7","0","97.1","112.1"
"Markquis Nowell","Tor","G","24.3","1","3.5","22.9","0","2","1","1","0","0","0","0","0.532","2","2","2","1","0","0","4","4","6","22.9","0","0"
"Kevon Harris","Orl","G","26.8","2","3.1","28.7","25","0","0","3","0.667","0","0","0.667","0.667","2","1","0.5","0","0","0.5","3","2.5","3.5","12.9","0","0"
"Cody Zeller","Nor","F-C","31.5","43","7.4","12.9","20.4","38","0.605","59","0.424","3","0.333","0.427","0.483","1.8","2.6","0.9","0.2","0.1","0.4","4.4","2.7","5.3","8.7","118.2","99.6"
"Daishen Nix","Min","G","22.2","15","3.3","28.1","17.1","6","0.5","7","0.429","17","0.353","0.5","0.507","1.8","0.2","0.4","0.3","0","0.3","2","2.2","2.4","6.4","0","0"
"Justin Minaya","Por","F","25.1","34","11.2","9.7","10.8","9","0.556","25","0.4","49","0.245","0.378","0.391","1.8","1.6","0.6","0.3","0.3","0.3","3.4","2.4","4.1","4.3","98.9","114"
"Bismack Biyombo","Okc","C","31.6","10","7.3","11.5","24.7","8","0.5","12","0.583","0","0","0.583","0.58","1.8","1.8","0.2","0.1","0.3","0.4","3.6","2","3.8","4.7","106.5","106.2"
"Shake Milton","Nyk","G-F","27.5","6","4.6","15.6","0","2","1","7","0.429","2","0.5","0.5","0.557","1.8","1","0.7","0.2","0","0","2.8","2.5","3.5","9.4","136.5","84.9"
"Kessler Edwards","Sac","F","23.7","54","5.1","14","4.6","9","0.556","30","0.467","52","0.385","0.537","0.541","1.7","0.8","0.3","0.2","0.1","0.1","2.5","2","2.8","5.8","115.3","108.8"
"Jamaree Bouyea","Por","G","24.8","6","9.5","21.6","27.6","0","0","13","0.385","8","0","0.238","0.238","1.7","1.7","1.3","0","0","1.3","3.3","3","4.7","6.5","54.8","117.8"
"Leonard Miller","Min","F","20.4","17","3.1","18.5","4.7","2","0.5","15","0.733","5","0.4","0.7","0.694","1.7","1.2","0.5","0.1","0.1","0.1","2.9","2.2","3.4","13","0","0"
"Jordan Walsh","Bos","G","20.1","9","9.3","9.8","16.5","2","0.5","6","0.667","9","0.222","0.467","0.472","1.7","2.2","0.6","0.6","0.1","0.3","3.9","2.2","4.4","5.6","105.4","97.8"
"Jason Preston","Uta","G","24.7","7","10.2","12.4","9.5","0","0","16","0.375","3","0","0.316","0.316","1.7","2.4","2.3","0.3","0.1","0.3","4.1","4","6.4","8.3","106.1","119"
"P.J. Tucker","Lac","F","38.9","28","15","5.5","11.7","3","1","15","0.333","30","0.367","0.478","0.497","1.6","2.5","0.6","0.5","0.2","0.2","4.2","2.2","4.8","3.6","122.7","108.4"
"Jalen Pickett","Den","G","24.5","27","4.5","16.4","20.3","4","0.75","10","0.6","25","0.36","0.557","0.571","1.6","0.5","0.8","0.1","0","0.3","2.1","2.3","2.9","7.7","109.2","106.4"
"Josh Minott","Min","F","21.4","32","2.9","21.4","5.2","14","0.857","26","0.5","10","0.4","0.528","0.593","1.6","0.5","0.3","0.2","0.1","0.1","2.1","1.8","2.3","8.6","0","0"
"Jalen Hood-Schifino","Lal","G","20.8","21","5.2","24.8","16.6","20","0.6","30","0.267","15","0.133","0.244","0.316","1.6","0.6","0.4","0.1","0.1","0.4","2.2","2","2.6","5.6","66.3","106.9"
"Jett Howard","Orl","G","20.6","18","3.7","22.9","9","4","0.5","5","0.6","25","0.28","0.45","0.457","1.6","0.4","0.3","0.1","0.1","0.2","2","1.9","2.3","6.2","0","0"
"Seth Lundy","Atl","G","24","9","5.8","15.8","5.5","4","0.75","4","0.25","13","0.231","0.324","0.373","1.6","0.8","0","0","0","0.1","2.3","1.6","2.3","0","81.8","112.7"
"Jordan Miller","Lac","G","24.2","8","3.5","16.9","9.6","2","1","7","0.571","2","0.5","0.611","0.658","1.6","0.6","0","0","0","0.1","2.3","1.6","2.3","0","0","0"
"Keita Bates-Diop","Bro","F","28.2","14","4.8","13.2","10.8","6","1","11","0.636","5","0.2","0.531","0.617","1.6","0.6","0.3","0.2","0.1","0.1","2.3","1.9","2.6","5.5","123.5","116.4"
"Filip Petrusev","Sac","C","24","2","3.3","18.7","0","2","0.5","2","0.5","0","0","0.5","0.521","1.5","0","0","0","0","0","1.5","1.5","1.5","0","0","0"
"Ibou Badji","Por","C","21.5","22","10.3","8","40.3","12","0.5","22","0.636","0","0","0.636","0.623","1.5","2.3","0.6","0.1","0.9","0.7","3.9","2.1","4.5","4.9","102","99.6"
"Colin Castleton","Lal","C","23.9","16","3.7","15.8","15.4","6","1","16","0.563","0","0","0.563","0.644","1.5","0.8","0.2","0.1","0","0.2","2.3","1.7","2.4","6.7","0","0"
"Terry Taylor","Chi","F","24.6","31","6.1","11.3","15.1","5","0.8","30","0.6","9","0.222","0.538","0.558","1.5","1.2","0.3","0.2","0.1","0.2","2.7","1.8","3","5.3","116.2","111.2"
"Dariq Whitehead","Bro","F","19.7","2","12","10.6","0","2","0.5","2","0.5","3","0","0.2","0.255","1.5","2","1.5","0","0.5","0","3.5","3","5","5.5","83.5","121.1"
"Dylan Windler","Lal","G-F","27.6","8","3.5","14","0","0","0","1","0","8","0.5","0.667","0.667","1.5","0.4","0.8","0","0","0","1.9","2.3","2.6","8.9","0","0"
"Adam Flagler","Okc","G","24.4","2","7","21.7","0","0","0","1","0","6","0.167","0.214","0.214","1.5","0","2","0","0","0","1.5","3.5","3.5","0","78.4","123.7"
"Jack White","Mem","F","26.7","4","15.9","12.1","11.1","0","0","6","0","10","0.2","0.188","0.188","1.5","3","0.3","1","0.3","0.5","4.5","1.8","4.8","2.8","54.1","112.2"
"Jerome Robinson","Gol","G","27.1","22","3.7","20.8","5.7","11","0.636","16","0.563","17","0.118","0.364","0.41","1.4","0.3","0.2","0","0.1","0.1","1.7","1.6","1.9","4.7","0","0"
"Kendall Brown","Ind","G","20.9","15","4.2","13.8","11.6","8","0.625","13","0.615","2","0","0.533","0.567","1.4","0.3","0.3","0","0","0.1","1.7","1.7","2.1","4.8","119","112.3"
"Jacob Toppin","Nyk","F","23.9","9","4.2","12.3","9.6","2","1","5","0.8","4","0.25","0.611","0.658","1.4","0.8","0.3","0","0.1","0.1","2.2","1.8","2.6","6.6","138.8","110.7"
"Jermaine Samuels Jr.","Hou","F","25.4","14","4.3","10.5","0","2","1","12","0.75","2","0","0.643","0.672","1.4","0.9","0.2","0.1","0.1","0","2.4","1.6","2.6","5.9","148","108.4"
"Mason Jones","Sac","G","25.7","5","5.5","16.8","19.6","2","0.5","1","0","7","0.286","0.375","0.394","1.4","1","1","0.2","0","0.4","2.4","2.4","3.4","8.1","92.9","106.6"
"R.J. Hampton","Mia","G","23.2","8","9.5","10.5","17.4","2","0.5","6","0.5","8","0.125","0.321","0.336","1.3","0.8","1","0","0","0.4","2","2.3","3","4.3","84.6","107.8"
"TyTy Washington Jr.","Mil","G","22.4","11","5.1","17","9.1","0","0","14","0.286","6","0.333","0.35","0.35","1.3","0.5","0.5","0.3","0","0.2","1.7","1.7","2.2","5.4","80.6","117.4"
"Nathan Mensah","Cha","C","26","25","12.3","6.8","33.1","12","0.75","28","0.429","0","0","0.429","0.496","1.3","2.6","0.4","0.2","0.6","0.6","3.9","1.7","4.3","3.6","103.3","100.9"
"Skylar Mays","Lal","G","26.6","17","4.5","12.9","8.7","0","0","16","0.5","5","0.4","0.524","0.524","1.3","0.4","0.6","0.4","0.1","0.1","1.6","1.9","2.2","6","112.6","108.5"
"Theo Maledon","Pho","G","22.8","4","3.3","27.5","40.3","3","1","4","0.25","0","0","0.25","0.47","1.3","0.3","0","0","0","0.8","1.5","1.3","1.5","0","0","0"
"David Roddy","Pho","F","23.1","17","3.7","18.2","11.3","1","1","15","0.6","8","0.125","0.457","0.469","1.3","0.6","0.2","0.1","0","0.2","1.9","1.5","2.2","5.8","0","0"
"Isaiah Thomas","Pho","G","35.2","6","3.2","22.3","0","0","0","6","0.167","4","0.5","0.4","0.4","1.3","0","0.5","0","0","0","1.3","1.8","1.8","0","0","0"
"Aleksej Pokusevski","Okc","F","22.3","10","6.1","14.9","15.6","4","0.5","5","0.4","11","0.182","0.313","0.338","1.2","1","0.5","0.1","0.1","0.3","2.2","1.7","2.7","5.5","78.8","109.1"
"Jay Huff","Den","C","26.6","20","2.5","14.9","6.1","2","1","6","1","9","0.333","0.7","0.724","1.2","0.6","0.1","0.1","0.2","0.1","1.7","1.3","1.8","6.7","0","0"
"Keyontae Johnson","Okc","F","23.9","9","7.4","13.1","20","0","0","13","0.308","3","0.333","0.344","0.344","1.2","1.1","0.4","0.1","0","0.4","2.3","1.7","2.8","4.4","78.4","111.4"
"Chris Livingston","Mil","F","20.5","21","4.3","13.7","18.3","4","0.75","17","0.588","5","0.2","0.523","0.547","1.2","1","0.2","0.1","0","0.2","2.2","1.5","2.5","5.8","101.3","100.1"
"Robin Lopez","Mil","C","36","16","4","14.6","9.3","2","1","11","0.455","8","0.25","0.421","0.453","1.1","0.3","0.3","0.1","0.2","0.1","1.4","1.4","1.7","4.6","100.1","111"
"Admiral Schofield","Orl","F","27","23","3.7","16.5","16.1","2","0","10","0.4","16","0.375","0.5","0.484","1.1","0.7","0.3","0","0","0.2","1.9","1.4","2.2","6.6","0","0"
"Braxton Key","Den","F","27.2","20","3","15.6","5.5","8","0.75","12","0.417","5","0.4","0.471","0.536","1.1","0.9","0.5","0.1","0.1","0.1","2","1.6","2.5","10.5","0","0"
"Hunter Tyson","Den","F","23.8","18","2.7","20","9.1","0","0","6","0.667","14","0.286","0.5","0.5","1.1","0.5","0.1","0.1","0","0.1","1.6","1.2","1.7","5.6","0","0"
"Mike Muscala","Okc","F-C","32.8","16","5.7","12.5","15.4","1","0","11","0.636","11","0.091","0.386","0.379","1.1","1.3","0.3","0.1","0.1","0.3","2.4","1.3","2.6","5.3","87.9","108.1"
"Taj Gibson","Nyk","F","38.8","16","10.3","7.5","17.6","2","1","17","0.412","6","0","0.304","0.335","1","1.8","0.6","0.1","0.4","0.3","2.8","1.6","3.3","4","90.8","99.5"
"Dylan Windler","Nyk","G-F","27.6","3","2.5","11.7","0","0","0","0","0","2","0.5","0.75","0.75","1","0.3","0.3","0","0","0","1.3","1.3","1.7","7.2","0","0"
"Joshua Primo","Lac","G","21.3","2","5.2","29.8","57.1","0","0","2","0.5","1","0","0.333","0.333","1","0.5","0","0","0.5","2","1.5","1","1.5","0","36.6","125.2"
"Alex Fudge","Lal","F","20.9","4","3.6","23.4","13.4","2","1","4","0.25","2","0","0.167","0.291","1","0.5","0","0","0","0.3","1.5","1","1.5","0","0","0"
"Kenneth Lofton Jr.","Phi","F","21.7","2","4.4","39.2","25","0","0","4","0.25","2","0","0.167","0.167","1","1.5","0","0","0","1","2.5","1","2.5","0","26.8","113.8"
"Hamidou Diallo","Was","G","25.7","2","2.4","26.3","33.3","0","0","2","0.5","0","0","0.5","0.5","1","1","0.5","1","0","0.5","2","1.5","2.5","13.2","0","0"
"Frank Ntilikina","Cha","G","25.7","5","8.6","11.2","9.6","2","1","1","0","8","0.125","0.167","0.253","1","1.2","0.8","0","0","0.2","2.2","1.8","3","4.6","74.9","115.6"
"Ryan Rollins","Mil","G","21.8","3","4","10.8","33.3","0","0","1","0","1","1","0.75","0.75","1","0.7","1","0.7","0","0.3","1.7","2","2.7","8.9","126.9","100.9"
"James Johnson","Ind","F","37.1","9","5.2","14.1","32.4","2","1","8","0.375","2","0","0.3","0.368","0.9","0.4","0.9","0.6","0.1","0.6","1.3","1.8","2.2","5.3","79.2","100.1"
"Thanasis Antetokounmpo","Mil","F","31.7","34","4.6","12.5","31.8","2","0","29","0.552","1","0","0.533","0.518","0.9","0.4","0.5","0.2","0.1","0.4","1.3","1.4","1.8","4.9","92","104.1"
"DaQuan Jeffries","Nyk","G-F","26.6","17","2.7","19.6","15","2","0","7","0.571","10","0.2","0.412","0.391","0.8","0.3","0.3","0","0.1","0.2","1.1","1.1","1.4","6.2","0","0"
"Charlie Brown Jr.","Nyk","G","26.2","8","4.7","13.9","16.7","0","0","3","0","7","0.286","0.3","0.3","0.8","0.3","0","0","0.3","0.3","1","0.8","1","0","60.2","106.6"
"Ish Wainright","Pho","F","29.6","4","4.1","18.4","14.3","0","0","2","0","4","0.25","0.25","0.25","0.8","1.3","0.3","0.5","0","0.3","2","1","2.3","6.6","79.9","87.1"
"Shaquille Harrison","Mem","G","30.5","3","2","14.3","0","0","0","2","0.5","0","0","0.5","0.5","0.7","0.7","0","0","0.3","0","1.3","0.7","1.3","0","0","0"
"Wendell Moore Jr.","Min","G","22.6","25","3","12.9","18.2","0","0","12","0.75","6","0","0.5","0.5","0.7","0.5","0.2","0.2","0","0.2","1.2","1","1.4","5.5","0","0"
"Jalen Slawson","Sac","F","24.5","12","3.1","9.2","25","0","0","4","1","2","0","0.667","0.667","0.7","0.6","0.2","0.1","0.1","0.2","1.3","0.8","1.4","5.7","0","0"
"Alondes Williams","Mia","G","24.8","7","2.2","29.9","19.2","1","1","4","0.5","4","0","0.25","0.296","0.7","0.1","0","0","0.1","0.3","0.9","0.7","0.9","0","0","0"
"Pat Spencer","Gol","G","27.8","6","4.3","8.2","20","0","0","2","1","2","0","0.5","0.5","0.7","0.7","0.8","0","0","0.2","1.3","1.5","2.2","6.8","127.5","118.6"
"Quenton Jackson","Ind","G","25.6","3","3.5","7.5","0","2","1","1","0","0","0","0","0.532","0.7","1.3","0.7","0.3","0","0","2","1.3","2.7","9.8","0","0"
"Juan Toscano-Anderson","Sac","F","31","11","4.8","11.4","14.3","0","0","8","0.25","4","0.25","0.292","0.292","0.6","1.3","0.4","0.1","0.1","0.2","1.9","1","2.3","5.7","83.3","95.2"
"Usman Garuba","Gol","F","22.1","6","3","21","24.3","2","0.5","5","0.2","1","0","0.167","0.218","0.5","1.2","0.2","0.2","0.5","0.3","1.7","0.7","1.8","6.6","0","0"
"E.J. Liddell","Nor","F","23.3","8","2.9","16.7","23.7","2","1","1","1","5","0","0.167","0.291","0.5","0.6","0.1","0.3","0.3","0.3","1.1","0.6","1.3","4.3","0","0"
"Pete Nance","Cle","F","24.2","8","3.4","12.7","14.3","2","0","5","0","1","1","0.25","0.218","0.4","0.4","0","0.1","0","0.1","0.8","0.4","0.8","0","0","0"
"Maxwell Lewis","Lal","F","21.7","34","3","13.6","32","3","0.667","12","0.25","9","0.111","0.214","0.246","0.3","0.1","0.2","0.1","0","0.3","0.4","0.5","0.6","2.4","0","0"
"Harry Giles III","Lal","F-C","26","7","2.7","13.8","0","0","0","3","0.333","3","0","0.167","0.167","0.3","0.6","0","0.1","0","0","0.9","0.3","0.9","0","0","0"
"Danny Green","Phi","G","36.8","2","9.3","4.7","0","0","0","1","0","1","0","0","0","0","1","0.5","0.5","0","0","1","0.5","1.5","0","33.1","112"
"Ryan Arcidiacono","Nyk","G","30.1","20","2.3","7.6","25","0","0","0","0","6","0","0","0","0","0.4","0.2","0.1","0","0.1","0.4","0.2","0.6","0","0","0"
"Kaiser Gates","Nor","F","27.4","1","7.4","23.5","0","0","0","2","0","2","0","0","0","0","1","0","0","0","0","1","0","1","0","0","118.9"
"Marques Bolden","Mil","C","26","2","1.5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0"
"Filip Petrusev","Phi","C","24","1","2.7","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0"
"Javonte Smart","Phi","G","24.9","1","0.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Malcolm Cazalon","Det","G","22.6","1","2.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ron Harper Jr.","Tor","F","24","1","3.7","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0"
"Dmytro Skapintsev","Nyk","C","25.9","2","1.1","20.5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trey Jemison","Was","C","24.4","2","0.8","28.1","100","0","0","0","0","0","0","0","0","0","0.5","0","0","0","0.5","0.5","0","0.5","0","0","0"
"Kira Lewis Jr.","Tor","G","23","1","1.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Darius Bazley","Phi","F","23.8","3","3.3","8.8","50","0","0","1","0","0","0","0","0","0","0.3","0.7","0","0","0.3","0.3","0.7","1","0","0","0"
"Justin Jackson","Min","F","29.1","2","0.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jalen Crutcher","Nor","G","24.7","1","2.7","16.1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrew Funk","Chi","G","24.6","5","2.7","13.1","0","0","0","1","0","3","0","0","0","0","0","0","0.2","0.2","0","0","0","0","0","0","0"
"Jacob Gilyard","Bro","G","25.8","4","11.2","6.8","14.3","0","0","0","0","6","0","0","0","0","0.8","1.5","1.5","0","0.3","0.8","1.5","2.3","0","57.7","106.2"
"Mamadi Diakite","Nyk","F","27.2","3","2.8","10.2","50","0","0","0","0","1","0","0","0","0","0.3","0","0.3","0","0.3","0.3","0","0.3","0","0","0"
